UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
296,M15155,M,298.1,308.6,0.3158669996878328,30.7,119.0,False,False,False,False,False,False
9706,L56885,L,300.0085898275486,310.0,0.31586699967712856,41.1,82.0,False,False,False,False,False,False
4712,M19571,M,303.4,311.7,0.31586699967906967,44.2,168.0,False,False,False,False,False,False
1491,L48670,L,298.2,310.0115802171291,0.31586699966639853,43.8,171.0,False,False,False,False,False,False
5763,L52942,L,300.0085898275486,311.2,0.3158669996657379,52.3,68.0,False,False,False,False,False,False
6052,L53231,L,300.9,311.0,0.31586699966999465,51.2,136.0,False,False,False,False,False,False
9965,L57144,L,298.3,307.9,0.31586699968940835,26.5,108.0,False,False,False,False,False,False
2904,M17763,M,300.7,309.5,0.3158669996883897,26.7,108.0,False,False,False,False,False,False
7279,H36692,H,300.0,310.1,0.3158669996877657,28.7,55.0,False,False,False,False,False,False
9433,L56612,L,298.0,308.7,0.31586699968416637,40.1,45.0,False,False,False,False,False,False
3831,L51010,L,302.3,310.9,0.315866999692631,22.7,108.0,False,False,False,False,False,False
7341,L54520,L,299.7,310.0115802171291,0.3158669996703221,46.6,2.0,False,False,False,False,False,False
4362,M19221,M,302.1,310.1,0.3158669996697465,48.2,166.0,True,False,True,False,False,False
980,L48159,L,300.0085898275486,306.8,0.31586699967056514,53.3,132.0,False,False,False,False,False,False
7802,L54981,L,300.0,311.4,0.3158669996700769,49.6,101.0,False,False,False,False,False,False
7423,L54602,L,300.0,311.2,0.3158669996673178,44.1,206.0,False,False,False,False,False,False
7870,M22729,M,300.5,312.0,0.31586699968978826,27.7,46.0,False,False,False,False,False,False
2550,L49729,L,299.4,309.2,0.3158669996775553,42.3,114.0,False,False,False,False,False,False
4343,M19202,M,301.7,310.0115802171291,0.3158669996605698,68.2,111.0,True,False,True,True,False,False
2530,M17389,M,298.8,308.6,0.3158669996819881,33.7,61.0,False,False,False,False,False,False
1460,L48639,L,299.0,310.3,0.3158669996765041,36.1,97.0,False,False,False,False,False,False
9320,L56499,L,298.5,309.4,0.31586699969306775,21.5,164.0,False,False,False,False,False,False
7330,M22189,M,299.9,310.4,0.31586699968222803,34.3,188.0,False,False,False,False,False,False
6294,H35707,H,301.0,310.4,0.3158669996789005,44.9,108.0,False,False,False,False,False,False
587,L47766,L,297.6,309.6,0.31586699967826787,49.8,222.0,True,False,False,False,True,False
8057,L55236,L,300.0085898275486,311.5,0.31586699967815074,43.4,65.0,False,False,False,False,False,False
7082,L54261,L,300.7,310.4,0.3158669996686446,52.6,205.0,False,False,False,False,False,False
4315,H33728,H,301.4,310.1,0.31586699968433596,32.3,39.0,False,False,False,False,False,False
3386,L50565,L,301.5,310.7,0.31586699967612086,43.6,56.0,False,False,False,False,False,False
1790,L48969,L,298.2,307.9,0.3158669996636668,67.3,67.0,True,False,False,True,False,False
7932,L55111,L,300.7,311.7,0.31586699967815074,38.4,108.0,False,False,False,False,False,False
29,L47208,L,299.1,309.4,0.31586699967431275,44.2,82.0,False,False,False,False,False,False
3274,M18133,M,301.3,309.9,0.315866999681696,36.0,213.0,False,False,False,False,False,False
6116,L53295,L,300.8,310.9,0.3158669996755336,47.7,108.0,False,False,False,False,False,False
9177,L56356,L,297.8,308.9,0.31586699967923754,40.4,2.0,False,False,False,False,False,False
3953,L51132,L,302.3,311.4,0.31586699967675597,37.3,20.0,False,False,False,False,False,False
6979,L54158,L,300.7,311.1,0.3158669996734628,50.3,137.0,False,False,False,False,False,False
9225,L56404,L,297.9,309.0,0.3158669996750663,46.8,118.0,False,False,False,False,False,False
7811,L54990,L,300.1,311.5,0.31586699969791765,17.0,123.0,False,False,False,False,False,False
3007,L50186,L,300.4,310.0115802171291,0.3158669996774949,35.7,177.0,False,False,False,False,False,False
2990,L50169,L,300.6,309.8,0.31586699967832615,42.4,133.0,False,False,False,False,False,False
4126,L51305,L,302.1,310.6,0.31586699967431275,40.0,7.0,False,False,False,False,False,False
9894,M24753,M,298.9,309.6,0.3158669996605698,55.3,166.0,False,False,False,False,False,False
5206,L52385,L,303.7,312.7,0.3158669996762493,43.3,168.0,False,False,False,False,False,False
8906,L56085,L,297.3,308.6,0.3158669996702406,55.2,156.0,False,False,False,False,False,False
5801,L52980,L,301.5,310.9,0.31586699967631326,44.7,164.0,False,False,False,False,False,False
6347,L53526,L,300.2,310.0115802171291,0.31586699965954823,60.7,15.0,False,False,False,False,False,False
8505,L55684,L,298.4,309.7,0.31586699967287946,41.3,159.0,False,False,False,False,False,False
1970,H31383,H,297.8,307.5,0.31586699968466997,31.3,124.0,False,False,False,False,False,False
5874,M20733,M,301.5,311.1,0.31586699967112375,43.5,112.0,False,False,False,False,False,False
42,L47221,L,298.8,310.0115802171291,0.315866999668817,50.8,115.0,False,False,False,False,False,False
5517,L52696,L,302.6,312.0,0.31586699968635346,32.2,70.0,False,False,False,False,False,False
6078,L53257,L,300.0085898275486,310.7,0.31586699967694304,43.3,201.0,False,False,False,False,False,False
9183,M24042,M,297.8,309.0,0.31586699968222803,45.0,17.0,False,False,False,False,False,False
4658,L51837,L,303.1,311.2,0.3158669996845455,35.2,23.0,False,False,False,False,False,False
1558,L48737,L,298.3,308.4,0.3158669996826519,30.6,127.0,False,False,False,False,False,False
2898,M17757,M,300.6,309.5,0.3158669996798953,40.2,93.0,False,False,False,False,False,False
4935,L52114,L,303.4,310.0115802171291,0.31586699968241766,35.8,90.0,False,False,False,False,False,False
566,H29979,H,300.0085898275486,309.7,0.31586699968193976,35.8,160.0,False,False,False,False,False,False
6375,L53554,L,300.0,309.5,0.3158669996785578,38.8,87.0,False,False,False,False,False,False
7948,L55127,L,300.8,311.7,0.31586699967339066,45.5,16.0,False,False,False,False,False,False
4404,L51583,L,302.3,310.1,0.31586699967048437,49.9,48.0,False,False,False,False,False,False
4506,L51685,L,302.4,310.1,0.31586699967339066,46.8,95.0,False,False,False,False,False,False
4166,M19025,M,302.2,310.5,0.3158669996786153,40.4,111.0,False,False,False,False,False,False
8736,L55915,L,297.3,308.6,0.31586699966794457,47.6,110.0,False,False,False,False,False,False
8483,L55662,L,298.4,309.5,0.31586699967934867,38.1,106.0,False,False,False,False,False,False
7014,M21873,M,300.4,310.0115802171291,0.31586699968063603,36.3,21.0,False,False,False,False,False,False
1574,L48753,L,298.2,308.2,0.31586699967612086,42.4,164.0,False,False,False,False,False,False
8068,M22927,M,300.0085898275486,312.0,0.3158669996776156,39.8,94.0,False,False,False,False,False,False
1073,M15932,M,297.0,307.9,0.31586699967250786,46.2,165.0,False,False,False,False,False,False
304,M15163,M,297.8,310.0115802171291,0.31586699967694304,43.5,143.0,False,False,False,False,False,False
1923,L49102,L,300.0085898275486,310.0115802171291,0.3158669996878328,26.6,9.0,False,False,False,False,False,False
8099,L55278,L,300.2,311.6,0.31586699967820936,39.0,174.0,False,False,False,False,False,False
4462,L51641,L,302.7,310.5,0.31586699968511817,30.8,195.0,False,False,False,False,False,False
9488,L56667,L,298.9,309.6,0.3158669996825586,39.8,202.0,False,False,False,False,False,False
8462,L55641,L,298.7,309.9,0.31586699967479503,43.3,46.0,False,False,False,False,False,False
7622,L54801,L,300.5,311.5,0.3158669996776156,38.4,67.0,False,False,False,False,False,False
5391,H34804,H,302.8,312.3,0.31586699967719,47.2,223.0,False,False,False,False,False,False
7954,L55133,L,301.0,312.0,0.31586699967486315,36.8,31.0,False,False,False,False,False,False
4771,L51950,L,303.5,311.9,0.3158669996666773,49.3,93.0,True,False,True,False,False,False
1107,L48286,L,296.7,310.0115802171291,0.3158669996804272,38.6,53.0,False,False,False,False,False,False
3604,L50783,L,301.7,310.7,0.3158669996805319,40.0,188.0,False,False,False,False,False,False
5128,M19987,M,304.3,313.5,0.31586699969822013,15.1,108.0,False,False,False,False,False,False
4269,L51448,L,302.7,311.0,0.31586699968707693,29.8,150.0,False,False,False,False,False,False
5288,H34701,H,300.0085898275486,313.2,0.3158669996785578,46.9,154.0,False,False,False,False,False,False
3859,L51038,L,302.5,311.4,0.3158669996813992,37.6,209.0,False,False,False,False,False,False
3736,M18595,M,302.2,311.1,0.3158669996739622,58.6,102.0,False,False,False,False,False,False
3031,M17890,M,300.0085898275486,309.6,0.3158669996815976,34.0,6.0,False,False,False,False,False,False
1995,M16854,M,298.2,307.9,0.3158669996716708,45.1,193.0,False,False,False,False,False,False
1005,H30418,H,296.3,307.2,0.31586699967324566,42.0,196.0,False,False,False,False,False,False
4673,L51852,L,303.3,311.5,0.3158669996723577,55.6,67.0,False,False,False,False,False,False
3149,H32562,H,300.4,309.8,0.31586699967493104,39.7,107.0,False,False,False,False,False,False
6758,L53937,L,301.8,311.2,0.31586699969096604,26.2,204.0,False,False,False,False,False,False
2759,M17618,M,299.7,309.2,0.3158669996723577,45.3,205.0,False,False,False,False,False,False
7548,L54727,L,300.1,311.4,0.3158669996736781,40.9,93.0,False,False,False,False,False,False
4552,M19411,M,302.6,310.5,0.3158669996795691,33.7,204.0,False,False,False,False,False,False
8181,M23040,M,300.0085898275486,311.2,0.3158669996840381,42.3,180.0,False,False,False,False,False,False
7846,L55025,L,300.2,311.8,0.31586699969032317,23.2,210.0,False,False,False,False,False,False
6346,L53525,L,300.2,309.8,0.31586699968543636,29.6,13.0,False,False,False,False,False,False
7071,L54250,L,300.7,310.7,0.31586699966564236,61.0,177.0,False,False,False,False,False,False
3827,H33240,H,302.3,310.8,0.31586699967424303,43.8,119.0,False,False,False,False,False,False
6864,L54043,L,301.1,311.3,0.31586699968462856,29.5,51.0,False,False,False,False,False,False
3049,L50228,L,300.2,309.3,0.3158669996800028,43.2,53.0,False,False,False,False,False,False
7833,L55012,L,300.0,311.4,0.31586699967725135,37.0,183.0,False,False,False,False,False,False
733,L47912,L,300.0085898275486,308.6,0.3158669996933416,22.1,163.0,False,False,False,False,False,False
2657,L49836,L,299.9,309.5,0.3158669996671362,51.3,176.0,False,False,False,False,False,False
5671,L52850,L,302.2,311.5,0.31586699967324566,45.2,39.0,False,False,False,False,False,False
6362,M21221,M,300.0085898275486,309.7,0.31586699966704496,57.3,48.0,False,False,False,False,False,False
9635,L56814,L,300.0085898275486,310.2,0.31586699967331827,52.7,154.0,False,False,False,False,False,False
675,L47854,L,297.8,309.0,0.31586699967546744,41.2,0.0,False,False,False,False,False,False
5361,L52540,L,303.3,312.6,0.31586699967592674,44.0,140.0,False,False,False,False,False,False
7207,L54386,L,299.8,309.7,0.3158669996755336,51.9,89.0,False,False,False,False,False,False
551,L47730,L,300.0085898275486,309.2,0.3158669996872174,29.4,119.0,False,False,False,False,False,False
9413,L56592,L,298.0,308.5,0.3158669996873565,26.7,203.0,False,False,False,False,False,False
8039,L55218,L,300.7,311.8,0.3158669996773735,47.3,19.0,False,False,False,False,False,False
1242,M16101,M,297.1,308.5,0.3158669996842514,32.4,194.0,False,False,False,False,False,False
6266,L53445,L,300.8,310.3,0.3158669996700769,46.6,19.0,False,False,False,False,False,False
5958,L53137,L,300.7,310.9,0.31586699968491594,37.2,115.0,False,False,False,False,False,False
650,M15509,M,297.7,309.2,0.31586699968835763,28.8,152.0,False,False,False,False,False,False
2243,L49422,L,299.2,308.4,0.3158669996860916,29.0,199.0,False,False,False,False,False,False
9985,H39398,H,298.7,308.4,0.31586699967382054,42.8,197.0,False,False,False,False,False,False
499,L47678,L,297.5,310.0115802171291,0.315866999683822,30.2,211.0,False,False,False,False,False,False
4739,M19598,M,303.2,311.4,0.3158669996964256,19.0,108.0,False,False,False,False,False,False
4845,M19704,M,303.4,311.8,0.3158669996639712,50.9,69.0,True,False,True,False,False,False
8419,L55598,L,298.9,310.2,0.3158669996942701,23.2,155.0,False,False,False,False,False,False
8113,M22972,M,300.4,311.8,0.31586699967452064,45.1,0.0,False,False,False,False,False,False
2201,L49380,L,299.8,309.1,0.3158669996807395,35.6,93.0,False,False,False,False,False,False
2264,M17123,M,300.0085898275486,308.4,0.3158669996798413,43.0,50.0,False,False,False,False,False,False
995,M15854,M,300.0085898275486,307.2,0.31586699964471515,63.4,172.0,False,False,False,False,False,False
1209,L48388,L,297.0,310.0115802171291,0.3158669996775553,44.1,96.0,False,False,False,False,False,False
2595,L49774,L,298.8,310.0115802171291,0.31586699967479503,37.0,11.0,False,False,False,False,False,False
1414,M16273,M,298.7,309.8,0.31586699967978715,36.7,197.0,False,False,False,False,False,False
8199,M23058,M,299.3,310.7,0.3158669996693278,48.9,222.0,False,False,False,False,False,False
3518,L50697,L,302.0,310.0115802171291,0.31586699968094495,35.2,184.0,False,False,False,False,False,False
223,L47402,L,298.4,308.6,0.3158669996627363,45.0,158.0,False,False,False,False,False,False
3598,M18457,M,301.7,310.5,0.31586699968809767,33.0,171.0,False,False,False,False,False,False
1752,L48931,L,298.3,307.6,0.3158669996937083,20.6,176.0,False,False,False,False,False,False
4742,L51921,L,303.2,311.3,0.3158669996708858,52.9,12.0,False,False,False,False,False,False
3411,L50590,L,301.2,310.3,0.31586699967513365,39.7,123.0,False,False,False,False,False,False
9940,H39353,H,298.3,308.1,0.3158669997013075,12.8,84.0,False,False,False,False,False,False
7475,L54654,L,300.3,311.7,0.31586699969460186,22.3,121.0,False,False,False,False,False,False
8765,L55944,L,297.4,308.8,0.31586699968420895,33.4,186.0,False,False,False,False,False,False
2242,L49421,L,299.2,308.4,0.3158669996876645,28.9,197.0,False,False,False,False,False,False
8808,M23667,M,297.4,308.6,0.3158669996835147,32.8,85.0,False,False,False,False,False,False
804,H30217,H,296.9,307.8,0.3158669996808938,37.8,104.0,False,False,False,False,False,False
2939,L50118,L,300.7,309.5,0.31586699967694304,34.5,197.0,False,False,False,False,False,False
3476,L50655,L,301.8,310.7,0.3158669996851983,33.4,68.0,False,False,False,False,False,False
7070,L54249,L,300.0085898275486,310.0115802171291,0.31586699967962384,39.4,175.0,False,False,False,False,False,False
6872,L54051,L,301.0,311.3,0.3158669996671362,47.0,71.0,False,False,False,False,False,False
3314,L50493,L,301.4,310.4,0.31586699968851756,31.9,96.0,False,False,False,False,False,False
7940,L55119,L,300.8,311.8,0.31586699967273146,43.4,223.0,False,False,False,False,False,False
7607,M22466,M,300.4,311.3,0.31586699966722714,56.5,31.0,False,False,False,False,False,False
6012,L53191,L,300.0085898275486,310.8,0.3158669996816469,36.2,31.0,False,False,False,False,False,False
9214,L56393,L,298.0,309.0,0.3158669996865377,32.4,90.0,False,False,False,False,False,False
3883,L51062,L,302.5,311.6,0.31586699967287946,43.7,39.0,False,False,False,False,False,False
7720,H37133,H,300.6,311.7,0.315866999680163,33.3,92.0,False,False,False,False,False,False
2456,L49635,L,299.0,308.6,0.31586699969378784,22.3,108.0,False,False,False,False,False,False
2059,M16918,M,299.5,309.3,0.3158669996928736,24.0,151.0,False,False,False,False,False,False
5003,L52182,L,303.7,310.0115802171291,0.31586699968450377,31.7,40.0,False,False,False,False,False,False
3065,M17924,M,300.1,309.1,0.3158669996883254,30.4,92.0,False,False,False,False,False,False
4521,L51700,L,302.4,310.4,0.31586699967546744,47.6,127.0,False,False,False,False,False,False
8706,L55885,L,297.2,308.6,0.31586699967417314,52.4,37.0,False,False,False,False,False,False
7637,L54816,L,300.4,311.5,0.3158669996874255,29.7,103.0,False,False,False,False,False,False
2055,M16914,M,299.6,309.4,0.31586699968355897,29.8,142.0,False,False,False,False,False,False
2767,M17626,M,299.9,309.4,0.31586699969258625,26.0,6.0,False,False,False,False,False,False
5411,M20270,M,302.7,312.5,0.31586699967273146,51.5,19.0,False,False,False,False,False,False
5557,H34970,H,302.5,312.0,0.3158669996678558,42.0,179.0,False,False,False,False,False,False
1194,L48373,L,297.1,308.2,0.3158669996669535,50.8,49.0,False,False,False,False,False,False
5163,L52342,L,304.2,313.3,0.31586699967599163,45.9,48.0,False,False,False,False,False,False
8273,L55452,L,298.9,310.6,0.3158669996683841,52.6,190.0,False,False,False,False,False,False
6274,L53453,L,301.2,310.8,0.3158669996876645,28.9,38.0,False,False,False,False,False,False
7529,M22388,M,300.1,311.3,0.31586699968886267,26.6,42.0,False,False,False,False,False,False
2041,L49220,L,299.1,308.9,0.3158669996867918,29.6,108.0,False,False,False,False,False,False
9228,L56407,L,298.0,309.1,0.31586699967656734,44.3,124.0,False,False,False,False,False,False
119,M14978,M,298.8,308.6,0.3158669996875284,28.1,103.0,False,False,False,False,False,False
4244,M19103,M,302.4,310.9,0.3158669996740327,42.3,83.0,False,False,False,False,False,False
8008,M22867,M,301.0,312.1,0.315866999685978,28.4,168.0,False,False,False,False,False,False
7224,L54403,L,299.8,310.0115802171291,0.3158669996693278,51.6,137.0,False,False,False,False,False,False
9790,L56969,L,298.6,309.6,0.31586699968779924,28.4,90.0,False,False,False,False,False,False
8228,M23087,M,299.1,310.4,0.3158669996795691,51.4,66.0,False,False,False,False,False,False
4703,L51882,L,303.6,311.8,0.31586699965287535,66.8,108.0,True,False,True,False,False,False
184,L47363,L,298.1,308.2,0.31586699967731247,40.7,57.0,False,False,False,False,False,False
6564,L53743,L,301.5,310.0115802171291,0.3158669996937083,20.5,155.0,False,False,False,False,False,False
5738,L52917,L,302.3,310.0115802171291,0.31586699968213244,42.8,215.0,False,False,False,False,False,False
8677,M23536,M,297.3,308.5,0.31586699967934867,42.4,171.0,False,False,False,False,False,False
5403,L52582,L,302.7,312.3,0.31586699967302656,48.5,0.0,False,False,False,False,False,False
5017,L52196,L,303.9,313.0,0.31586699967205467,47.5,76.0,False,False,False,False,False,False
553,M15412,M,297.4,309.3,0.3158669996842937,35.0,123.0,False,False,False,False,False,False
6013,H35426,H,300.8,310.9,0.31586699967331827,44.0,33.0,False,False,False,False,False,False
6628,M21487,M,300.0085898275486,310.6,0.31586699969229054,22.1,99.0,False,False,False,False,False,False
7033,L54212,L,300.7,310.9,0.31586699968806486,31.0,73.0,False,False,False,False,False,False
2482,L49661,L,299.0,308.6,0.3158669996696633,47.8,163.0,False,False,False,False,False,False
2170,L49349,L,300.0085898275486,309.1,0.3158669996725826,49.2,8.0,False,False,False,False,False,False
8191,M23050,M,299.7,310.9,0.31586699968420895,37.2,203.0,False,False,False,False,False,False
7928,L55107,L,300.7,311.9,0.31586699967675597,42.0,196.0,False,False,False,False,False,False
6665,L53844,L,301.3,310.4,0.31586699968032195,38.4,195.0,False,False,False,False,False,False
3202,L50381,L,300.2,309.1,0.31586699967694304,47.0,22.0,False,False,False,False,False,False
4195,L51374,L,302.4,311.0,0.31586699967317283,46.2,186.0,False,False,False,False,False,False
7109,M21968,M,300.8,310.5,0.31586699967884374,35.8,54.0,False,False,False,False,False,False
4249,L51428,L,302.6,311.0,0.3158669996785578,37.2,95.0,False,False,False,False,False,False
3987,M18846,M,302.2,311.3,0.3158669996822756,29.8,112.0,False,False,False,False,False,False
8697,L55876,L,297.2,308.6,0.3158669996724329,49.8,12.0,False,False,False,False,False,False
8947,M23806,M,297.3,308.2,0.31586699969157467,24.5,41.0,False,False,False,False,False,False
5698,L52877,L,302.5,311.9,0.315866999667588,49.4,117.0,False,False,False,False,False,False
7123,L54302,L,300.9,310.4,0.31586699969004456,27.8,90.0,False,False,False,False,False,False
3096,M17955,M,299.9,309.2,0.31586699968213244,36.5,177.0,False,False,False,False,False,False
670,H30083,H,297.5,308.9,0.31586699967644066,37.7,197.0,False,False,False,False,False,False
1198,M16057,M,296.9,307.9,0.31586699967445153,47.6,60.0,False,False,False,False,False,False
9554,L56733,L,299.3,310.7,0.31586699967791454,39.2,144.0,False,False,False,False,False,False
4083,L51262,L,302.0,310.4,0.3158669996818426,39.2,112.0,False,False,False,False,False,False
7898,L55077,L,300.8,312.5,0.3158669996739622,50.7,121.0,False,False,False,False,False,False
2392,L49571,L,299.2,308.4,0.31586699968241766,32.6,142.0,False,False,False,False,False,False
5549,L52728,L,302.3,310.0115802171291,0.31586699968355897,35.2,152.0,False,False,False,False,False,False
6497,L53676,L,300.7,309.9,0.3158669996907822,27.0,190.0,False,False,False,False,False,False
1057,L48236,L,296.8,307.8,0.315866999681696,39.5,124.0,False,False,False,False,False,False
7464,H36877,H,300.1,311.4,0.31586699967923754,46.9,87.0,False,False,False,False,False,False
4681,L51860,L,303.6,311.7,0.31586699967767573,39.8,92.0,False,False,False,False,False,False
6205,M21064,M,300.9,310.8,0.31586699967929316,34.9,73.0,False,False,False,False,False,False
7020,L54199,L,300.8,310.8,0.31586699968864407,27.1,39.0,False,False,False,False,False,False
7666,L54845,L,300.5,311.6,0.315866999678033,40.5,180.0,False,False,False,False,False,False
3974,L51153,L,300.0085898275486,311.4,0.315866999680163,41.8,77.0,False,False,False,False,False,False
163,L47342,L,298.3,308.1,0.31586699968269843,35.5,0.0,False,False,False,False,False,False
359,M15218,M,297.6,308.3,0.3158669996761852,36.7,68.0,False,False,False,False,False,False
9779,H39192,H,298.7,309.7,0.3158669996634623,54.5,52.0,False,False,False,False,False,False
8530,M23389,M,298.5,309.4,0.3158669996794592,47.4,20.0,False,False,False,False,False,False
9192,M24051,M,297.9,309.0,0.3158669996942513,21.6,108.0,False,False,False,False,False,False
7871,M22730,M,300.6,312.1,0.315866999661562,52.3,49.0,False,False,False,False,False,False
7786,L54965,L,300.2,311.5,0.3158669996700769,42.1,60.0,False,False,False,False,False,False
6972,M21831,M,300.7,311.0,0.3158669996813992,42.8,121.0,False,False,False,False,False,False
3057,L50236,L,300.0085898275486,309.2,0.3158669996860916,29.9,75.0,False,False,False,False,False,False
6108,L53287,L,300.9,311.0,0.31586699967424303,49.0,61.0,False,False,False,False,False,False
5136,L52315,L,304.1,313.3,0.3158669996924508,24.5,190.0,False,False,False,False,False,False
7615,L54794,L,300.5,311.4,0.31586699967382054,47.5,51.0,False,False,False,False,False,False
7311,L54490,L,300.0,310.5,0.31586699968360304,33.5,135.0,False,False,False,False,False,False
1177,M16036,M,297.2,308.3,0.31586699967360654,42.0,6.0,False,False,False,False,False,False
9745,L56924,L,298.8,310.0115802171291,0.31586699968213244,36.2,181.0,False,False,False,False,False,False
9289,L56468,L,298.2,308.9,0.31586699967465826,53.1,83.0,False,False,False,False,False,False
9275,L56454,L,298.2,310.0115802171291,0.31586699967353477,54.9,45.0,False,False,False,False,False,False
3646,L50825,L,302.2,311.5,0.3158669996724329,43.5,83.0,False,False,False,False,False,False
7848,L55027,L,300.2,311.6,0.3158669996645712,50.9,215.0,False,False,False,False,False,False
5831,M20690,M,301.3,311.2,0.31586699967424303,42.4,7.0,False,False,False,False,False,False
5210,M20069,M,303.8,312.7,0.3158669996786153,38.5,180.0,False,False,False,False,False,False
5518,L52697,L,302.6,311.9,0.31586699967493104,49.5,72.0,False,False,False,False,False,False
8126,L55305,L,300.2,311.4,0.31586699967520077,47.8,34.0,False,False,False,False,False,False
7559,M22418,M,300.3,311.4,0.3158669996703221,48.1,119.0,False,False,False,False,False,False
1739,H31152,H,298.4,307.9,0.3158669996938274,21.4,136.0,False,False,False,False,False,False
917,M15776,M,295.3,305.8,0.31586699968283716,36.2,184.0,False,False,False,False,False,False
2053,L49232,L,299.5,309.3,0.3158669996768185,40.4,138.0,False,False,False,False,False,False
9734,M24593,M,298.9,310.1,0.31586699967452064,42.9,153.0,False,False,False,False,False,False
2920,L50099,L,300.6,309.6,0.3158669996881632,30.0,147.0,False,False,False,False,False,False
3277,L50456,L,301.3,310.0,0.31586699967424303,40.9,7.0,False,False,False,False,False,False
5521,M20380,M,302.6,312.0,0.3158669996779739,45.0,79.0,False,False,False,False,False,False
6147,M21006,M,301.1,311.1,0.31586699967637705,40.6,159.0,False,False,False,False,False,False
8722,L55901,L,297.2,308.7,0.3158669996861669,30.7,72.0,False,False,False,False,False,False
6673,L53852,L,301.6,310.7,0.31586699967324566,50.5,214.0,False,False,False,False,False,False
3152,L50331,L,300.5,309.8,0.31586699967353477,43.8,119.0,False,False,False,False,False,False
8499,L55678,L,298.4,309.6,0.31586699967694304,37.8,144.0,False,False,False,False,False,False
1630,M16489,M,297.9,307.9,0.3158669996659281,54.4,82.0,False,False,False,False,False,False
6645,L53824,L,301.5,310.6,0.315866999681696,43.9,142.0,False,False,False,False,False,False
4422,L51601,L,302.6,310.2,0.31586699966486703,62.4,92.0,True,False,True,False,False,False
3395,L50574,L,301.5,310.6,0.315866999671825,42.3,83.0,False,False,False,False,False,False
4001,L51180,L,302.1,311.2,0.31586699967309984,50.3,146.0,False,False,False,False,False,False
2508,H31921,H,299.2,309.1,0.3158669996722066,47.1,9.0,False,False,False,False,False,False
9655,L56834,L,299.1,310.0,0.31586699966873094,56.3,203.0,True,False,False,False,True,False
1182,L48361,L,297.2,308.3,0.3158669996697465,52.1,21.0,False,False,False,False,False,False
3611,M18470,M,301.7,310.8,0.315866999683066,32.4,204.0,False,False,False,False,False,False
4454,L51633,L,302.4,310.2,0.3158669996714377,53.7,175.0,False,False,False,False,False,False
48,L47227,L,298.8,310.0115802171291,0.31586699967280557,46.3,133.0,False,False,False,False,False,False
4895,H34308,H,300.0085898275486,312.5,0.31586699967486315,46.6,198.0,False,False,False,False,False,False
2175,L49354,L,299.6,309.2,0.31586699968203635,33.4,20.0,False,False,False,False,False,False
6029,L53208,L,300.6,310.9,0.3158669996765041,47.6,75.0,False,False,False,False,False,False
9793,H39206,H,298.5,309.4,0.3158669996820845,36.0,97.0,False,False,False,False,False,False
2796,M17655,M,300.3,309.5,0.315866999671825,49.4,77.0,False,False,False,False,False,False
7484,L54663,L,300.2,310.0115802171291,0.31586699968624177,28.8,149.0,False,False,False,False,False,False
3507,H32920,H,301.6,310.0115802171291,0.3158669996740327,47.2,152.0,False,False,False,False,False,False
1706,M16565,M,298.1,307.8,0.315866999683691,32.6,57.0,False,False,False,False,False,False
4225,L51404,L,302.0,310.7,0.3158669996872174,28.1,39.0,False,False,False,False,False,False
3588,H33001,H,300.0085898275486,310.5,0.31586699967688087,38.6,141.0,False,False,False,False,False,False
4207,M19066,M,302.3,310.8,0.3158669996879989,28.4,215.0,False,False,False,False,False,False
4730,L51909,L,303.4,311.8,0.3158669996629454,61.0,215.0,True,False,True,False,True,False
3893,M18752,M,300.0085898275486,311.1,0.3158669996661172,53.3,63.0,False,False,False,False,False,False
4911,M19770,M,303.5,312.4,0.31586699968360304,31.7,22.0,False,False,False,False,False,False
8223,L55402,L,299.0,310.5,0.31586699968907767,27.9,56.0,False,False,False,False,False,False
1598,L48777,L,297.9,308.1,0.31586699967994913,40.8,108.0,False,False,False,False,False,False
3625,M18484,M,302.0,310.0115802171291,0.3158669996827448,35.9,30.0,False,False,False,False,False,False
5498,M20357,M,302.9,310.0115802171291,0.31586699968099596,40.0,20.0,False,False,False,False,False,False
8493,M23352,M,298.4,309.5,0.31586699967901344,38.8,128.0,False,False,False,False,False,False
3848,M18707,M,302.3,311.0,0.3158669996750663,45.7,108.0,False,False,False,False,False,False
6234,L53413,L,301.2,310.9,0.3158669996761852,37.1,153.0,False,False,False,False,False,False
8093,M22952,M,300.2,311.6,0.31586699967895704,40.8,157.0,False,False,False,False,False,False
5066,L52245,L,304.1,313.0,0.31586699968174503,37.2,7.0,False,False,False,False,False,False
4391,M19250,M,300.0085898275486,310.1,0.31586699967302656,45.4,9.0,False,False,False,False,False,False
6965,M21824,M,300.7,311.0,0.31586699965813864,52.3,104.0,False,False,False,False,False,False
4775,L51954,L,303.6,312.0,0.3158669996910956,23.3,103.0,False,False,False,False,False,False
598,H30011,H,297.6,309.6,0.31586699967353477,46.6,13.0,False,False,False,False,False,False
1419,L48598,L,298.8,309.9,0.3158669996643725,47.4,210.0,False,False,False,False,False,False
8088,L55267,L,300.1,311.4,0.31586699967479503,40.6,147.0,False,False,False,False,False,False
8954,L56133,L,297.3,308.0,0.31586699967923754,36.0,59.0,False,False,False,False,False,False
